Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
8326,-2.263941,-5.881197,-2.211115,3.242006,7.612404,-4.161357,6.78476,1.834435,0.238766,-2.864739,-5.365472,-6.889469,9.02186,2.793683,2.817434,-2.329576,2.213519,-6.462814,-6.566859,9.553185,1.977403,0.078361,3.413765,-0.391598,-4.622465,5.23848,8.0783,1.419468,71.73,1
93801,2.901159,4.51436,-3.322923,-7.414908,4.606398,0.357209,-7.030223,0.931309,-1.868761,8.674287,-8.779209,6.083891,-9.315128,2.915146,2.714595,-7.335258,0.367242,-2.703546,7.552338,5.330111,6.883008,-8.577108,9.236863,-7.445579,2.501693,-2.824586,-1.082959,-7.208838,224.81,1
106756,5.196732,-3.399316,-2.362132,-3.342907,-3.802636,7.908581,1.440606,-0.763939,7.469765,-2.195962,4.687785,5.961116,-4.250526,5.076619,-8.444078,-9.919898,-0.110605,-8.369087,-6.571636,7.386681,5.588639,-5.656202,-7.663474,2.075899,-0.959536,-3.290875,-9.205738,-2.148507,140.53,1
171687,-5.133154,2.546769,8.316891,-2.151266,-0.592571,-2.906199,-2.824115,7.838225,-6.152799,-6.600594,-2.574171,9.098252,3.595508,-0.719324,-1.14831,1.657632,-4.670881,9.799218,2.300759,-0.641425,-5.887929,7.545103,-7.29994,5.04219,2.069315,6.202642,-0.311021,-1.129847,460.35,1
105092,-7.09819,2.814776,7.961696,3.807298,-6.853892,-8.307227,-3.583057,4.475542,6.077857,2.710528,4.58155,5.020478,-6.841184,7.257832,-8.124202,2.397568,-4.190285,2.122953,-0.128715,-2.516649,8.568025,0.448021,-7.260365,7.534022,2.358998,2.291532,2.302806,0.571196,102.45,0
21887,-9.110966,3.621732,-1.680363,-7.811862,2.495789,4.440088,-9.83404,-7.125665,-2.165967,6.03957,-7.453575,-5.340163,5.468696,8.478496,-6.688583,5.913386,-8.160349,8.342851,-3.293397,5.992729,-6.022088,2.163559,2.173582,6.784572,4.375273,4.152286,-3.75275,2.216088,693.39,1
106437,7.446146,-1.311565,3.469568,0.543574,-9.534593,8.828529,-9.331948,1.000712,4.337442,-6.316121,3.465601,5.611593,-1.454845,6.530292,-1.245035,5.772897,-4.392023,9.665432,-2.073345,8.141696,-3.340839,-2.945579,-4.215689,-1.204246,6.17361,7.796605,-8.684057,-0.314689,845.97,1
87171,4.680666,0.87481,3.490479,4.780403,-1.813933,-9.523735,-3.206202,-6.032658,-5.950419,-3.583606,0.350521,-6.992431,-8.939863,0.972722,0.898428,-0.282889,8.899534,-6.599028,9.3731,6.231682,3.200524,2.246226,-7.647837,-1.713847,9.750397,2.700966,1.269448,3.473088,384.26,0
60276,5.453314,9.957537,9.600229,-9.162667,6.834732,6.257918,8.323061,0.99589,-9.697292,-7.156829,-4.319841,0.8482,0.02517,-3.167844,-3.240891,-0.559615,-1.561606,5.449906,2.150774,2.8665,8.80358,9.674798,-4.49261,2.112853,-5.563144,-1.40075,7.070823,-0.164681,488.86,1
5829,3.439628,-7.12012,-4.13787,-2.187481,8.612842,1.879872,-4.432273,-8.484561,8.007596,1.110621,3.523762,-8.369785,4.435372,3.152861,9.139519,7.677986,1.318794,4.850982,9.827281,-9.277461,6.592914,-3.358318,5.930308,4.70175,7.741112,4.407879,6.24853,-8.306842,608.13,1
145215,-5.307078,2.179233,-5.185218,-4.956277,-4.81403,-9.535841,-9.26886,-1.024672,1.556626,4.793031,5.438444,6.481882,6.537334,9.866236,-8.771235,-6.799357,8.998973,9.492565,-5.728309,3.289831,-8.86313,-5.313559,-9.397069,-4.352346,-8.8058,2.669714,5.630294,-2.362275,958.91,1
136600,-6.794722,2.841039,-6.026831,-1.375707,-0.959008,6.319903,-8.723477,-2.91069,-5.602577,-7.008246,-6.663951,-9.147531,5.798198,-6.081789,6.5217,-4.983219,6.057558,4.592884,4.29795,-9.854886,-9.507345,-0.314891,-6.224561,-7.286497,-0.287073,-5.025674,1.218529,6.324068,488.42,1
154442,-0.936979,-8.755612,8.103221,3.8345,7.441241,-9.312217,7.87396,7.635083,-3.694601,7.11896,4.224007,-7.65727,4.409544,-7.764709,2.795796,-8.902299,-4.783075,-6.92538,-7.883871,7.983543,-8.785703,-0.172009,7.193014,-8.721181,9.042763,7.030864,6.230838,-3.785587,625.38,1
115953,-3.530207,-8.024799,-8.366769,-1.992972,-1.147127,6.777951,-3.027629,1.88718,-8.242887,0.627715,5.529029,7.490513,1.66976,-5.963946,8.343735,-5.039596,4.505354,8.62714,7.79773,-6.968366,8.564422,-6.488956,0.413932,1.003546,-9.851169,-6.422904,-3.388298,6.831124,610.71,1
35707,2.041653,3.624146,-8.247366,9.841368,-2.005006,-1.331423,8.661992,1.771676,7.564373,-0.342704,4.912721,5.878236,-5.805508,-9.233428,-6.338374,-3.632136,4.920261,-8.002764,-1.573691,2.736767,-9.525893,6.628737,5.574721,5.57184,2.00768,7.360784,8.397969,9.829969,792.35,0
75640,2.769132,1.321125,-9.070173,-0.762433,-6.505232,-0.73116,-7.798686,-6.875201,8.222924,-0.88452,2.646743,-5.16715,7.553148,0.522437,6.507184,9.382627,1.054875,-5.848339,5.293315,-2.932158,3.425681,-5.261593,2.513623,7.088865,-8.291645,3.907004,-2.537715,5.844859,837.68,1
9477,4.540186,-5.594408,7.023387,7.961949,-3.251552,-3.525263,-4.428677,-4.773766,8.343566,4.989379,3.159206,5.336247,-1.602414,-3.946633,-0.471836,8.159838,9.92932,-9.949598,-2.063247,3.628578,-1.472452,9.685158,2.23673,2.246191,-0.68125,-7.036509,4.830458,-5.228116,25.0,0
117666,-8.611097,-7.614756,7.907621,-8.888691,3.371782,0.024426,-2.396897,-3.868973,-3.27104,-6.913127,-0.326637,4.339334,0.154361,-1.212483,2.81714,-4.148227,3.402964,7.479262,-8.144989,5.017131,-0.138824,-8.174175,-8.799258,2.063308,-1.437579,-9.451125,-3.674759,1.142148,865.89,0
102932,1.165169,-3.567101,7.168705,-6.362696,-5.917902,-6.265,2.82853,-2.121354,1.847918,7.327003,3.439632,-4.897982,3.968656,1.357803,-3.456899,3.983432,-3.607971,1.487115,-8.20026,2.640878,2.638258,-9.149654,-2.317856,2.012503,2.010201,-5.837884,2.232719,-9.026526,370.62,0
39462,2.720821,1.578453,2.066762,6.392771,-4.707364,-7.991437,-1.533322,-3.983365,6.774083,-8.146101,-4.264838,0.327096,7.29363,4.190525,2.044959,-6.234858,-5.340244,-3.116771,3.665889,4.242596,-9.532322,-0.979282,-1.1785,6.181489,-4.087222,9.890253,-8.37583,1.724984,621.77,1
112495,-5.852824,6.300297,-2.642247,-7.055901,7.057784,-3.769582,-9.085869,7.926686,-4.205243,2.876449,-3.036424,1.213103,-1.847557,1.390661,2.589683,-4.069288,-7.531591,-3.609453,-0.273149,0.629547,3.181039,-8.44958,4.326961,-7.723412,-1.692946,-5.246915,0.522973,8.114654,445.62,0
6831,5.043978,-8.535276,-9.786693,8.070057,-2.239052,7.574422,3.280295,-1.388214,6.455038,8.115653,9.912935,0.87656,1.103876,1.807101,-6.553632,-6.601764,-7.756774,8.559372,2.585797,1.213115,-8.935346,-6.13008,-0.491881,3.026633,-6.442261,2.411681,2.833275,8.77071,362.03,1
8833,7.017265,-5.316632,-7.686351,-8.41549,-0.30976,-1.910083,4.477706,-4.074446,-0.937938,-6.823014,-6.903416,-5.001407,8.925178,-5.111516,1.712288,-0.091185,9.983463,5.35384,-6.815961,-0.083959,-7.015559,-9.180463,6.901282,-0.65855,7.849005,9.998567,-0.451087,-8.530304,60.78,0
109098,3.613104,-3.961716,-4.083071,-2.735022,-3.004058,-8.850127,-8.930614,5.66846,5.530888,2.781525,0.809417,-9.884654,1.90534,-7.834687,-0.547837,-5.347738,-7.143847,-0.533297,0.950983,-4.653458,-9.134438,-5.732886,-5.333259,-9.223832,6.171164,-6.63508,5.902358,4.77464,302.63,1
118392,-3.242648,7.870923,2.256624,9.212839,4.760297,-8.555121,1.249067,3.262344,-1.499152,-3.054255,2.15839,4.107036,-5.384929,-9.575491,-2.46348,3.035167,7.55759,9.954276,-2.593927,6.464991,-4.113553,-3.64014,-8.496471,8.812472,0.588676,2.028621,8.458436,-5.239592,18.97,1
169681,-5.952417,-0.100972,2.280415,-5.692871,-2.407609,9.778243,-0.721687,-5.496658,7.923158,4.896078,-7.878543,7.092469,8.269823,6.359678,6.073673,-4.415399,-7.209757,3.718441,-9.290747,-8.179338,5.131448,6.214481,3.596349,0.895622,-0.545658,-2.918224,8.795091,0.501519,629.43,1
109784,7.780091,3.956222,-5.615643,2.262281,-9.69917,-1.317947,-0.389971,-1.254161,-2.802297,6.582352,9.062318,-0.215179,-5.873949,-6.048669,9.940461,-6.219266,-4.076212,8.709014,-0.956582,6.089068,-2.56251,-7.383586,1.581472,2.320332,-4.549111,-6.455457,8.588071,8.100491,748.14,1
86660,-2.958886,7.152896,-4.785079,-3.673513,3.86201,3.71897,-8.884608,-0.928078,3.812301,4.546433,-3.271317,-1.336641,-1.109119,6.579416,7.304564,8.074555,8.480174,-5.571457,9.945072,-0.745319,8.443866,6.697307,-9.824264,-6.371311,1.411679,0.147782,9.412934,9.325072,165.06,1
20028,-7.650457,2.405871,-6.321045,8.438106,2.799643,-1.886695,-2.094497,-8.012396,6.425213,6.949077,-2.279471,-9.652447,-0.102208,0.960609,0.567252,-6.834978,-9.323203,-8.210579,8.502915,-0.700883,5.617555,1.581836,7.479289,2.44645,-5.774542,-0.50257,-4.117262,-2.90448,46.48,1
156633,8.550207,1.703516,8.277874,-2.144326,-9.23255,-4.742725,8.384554,1.413236,-1.322571,-5.76513,0.61141,6.651389,-9.526043,3.294462,-3.634911,-9.0749,-1.239031,6.20864,-1.229388,-9.221409,-3.145486,-3.227285,0.822873,-8.398037,9.637326,-8.95532,2.4513,6.068739,719.95,1
126620,8.184733,3.937792,0.132253,-5.785984,8.691306,-1.785205,7.070841,-8.184954,6.944354,2.807311,2.923817,-8.564579,-6.5169,-4.596685,5.388543,6.193094,-6.050541,-3.406742,-3.154468,3.843182,-3.482195,9.043822,-6.342534,6.895566,8.718384,-5.708124,4.700083,4.375542,486.8,1
101781,-1.912446,-2.224371,-8.475712,4.797008,-0.750247,5.252287,-4.27759,-3.394299,-7.961062,-5.330144,-7.578644,-6.251395,-7.296696,7.012184,6.104497,-2.661164,-8.049045,-9.872709,4.025264,0.382862,6.562989,-2.314003,-1.35789,-3.837922,1.734572,-6.775981,-4.003332,-6.607173,223.18,0
111398,-6.461027,-6.775847,-4.299067,-2.77325,7.707921,-8.806297,-3.928145,-5.965321,7.73218,1.092806,7.653238,-5.894661,2.984734,-9.176644,4.124793,-6.307571,3.015786,-6.589721,5.955042,-4.135233,5.817122,-8.234268,-2.789132,-2.90073,6.291497,2.818395,5.719664,-8.473244,727.12,0
23493,-5.239056,6.7869,6.260474,-4.232331,-1.924246,-5.665387,8.926448,4.353118,-1.718916,-0.462058,4.979878,-1.061552,1.117908,9.059096,-2.757471,-1.834539,1.281922,0.312516,-8.516542,6.963184,5.503773,-1.067248,1.067372,-5.924301,4.32776,-4.965631,0.549444,-3.127449,544.1,0
133594,-6.740692,-1.723126,-7.242816,-8.639072,8.484761,8.997344,-3.680188,-0.382801,3.226692,-7.227556,-8.736844,7.941816,-2.421017,7.764227,-2.327614,5.040126,3.819121,2.593329,7.657736,-7.289599,2.852085,0.716812,-3.528445,-0.903084,4.195136,6.868838,-6.472552,0.540508,442.11,1
108623,-8.247837,-8.691742,-5.670279,-5.444587,-5.95435,-5.186988,6.924852,-2.91512,-1.171717,2.81326,1.660626,7.477125,7.297533,1.809226,0.074426,-2.297542,-3.760929,-2.322227,5.543332,-4.951257,9.844733,-2.136853,4.460518,5.396328,7.108003,1.262114,-3.835361,-5.350447,457.42,1
145862,-9.681063,2.125944,-2.104801,-0.183127,-2.414423,-4.860658,-0.48081,1.316224,-5.104508,0.909647,-1.637678,5.365578,2.359829,-2.576471,4.942974,-0.414204,4.763062,5.245841,-5.79377,-7.392515,0.760856,1.129525,-5.182917,-8.072133,4.680394,5.914262,6.398603,-6.162984,888.23,1
155615,2.800319,-0.469853,7.526941,-5.414227,-2.370441,-3.358071,8.122881,0.170909,3.469533,9.629177,-3.123591,8.629655,-2.666133,8.272765,-2.595078,-5.161601,1.261625,5.146453,7.09192,-1.405093,1.096014,-0.277176,-3.512624,0.389661,2.196243,8.032841,7.722189,8.726927,175.38,1
163993,-2.065489,9.4354,4.30425,6.231212,7.883802,-2.450702,-9.849147,-6.018869,7.452483,9.625397,-9.287955,-3.045934,-1.555305,5.200985,9.416353,-7.392095,-0.105334,5.84791,-5.072231,0.900864,6.478921,-4.401799,0.635007,-7.973646,-8.716017,-5.354019,8.446244,-4.449567,467.49,0
78347,-3.199395,-4.830477,-5.165021,8.666757,3.498978,1.356217,-0.418722,3.884916,5.10998,-0.446879,-0.976772,-2.105876,-3.083435,4.758113,-7.813889,4.517323,-0.311875,-6.462832,6.223317,5.891203,7.067192,8.15106,-9.365563,3.094692,-8.149233,-3.159373,0.165962,-5.098952,128.86,1
75432,0.634286,-0.366276,4.677278,3.561602,7.657342,-9.079135,5.397596,-5.573635,-6.235725,4.560765,8.672839,-6.148404,-7.280211,-7.376975,-3.374701,0.875121,9.140649,4.040606,-3.378976,6.386891,1.085356,-4.048848,9.012554,-0.27791,5.390989,-0.845671,-0.804001,6.986568,387.93,1
67463,1.936367,-2.901016,1.863705,-1.349095,-8.850438,2.078533,6.58811,-1.683091,0.280106,-3.271346,9.729573,4.057615,5.130002,-3.596855,-1.79238,5.346144,4.105494,5.157897,-1.392606,-0.087695,-3.103771,-7.666568,8.195463,-3.828018,-8.955588,3.69268,-6.479311,7.273024,995.53,0
67240,-4.324265,-0.91255,-4.804792,-9.731825,8.009938,-2.883275,7.937105,9.859017,8.958503,-1.452488,7.488174,-8.887068,2.856014,-3.978261,-7.923014,-5.618294,-5.52395,7.739071,9.519792,7.916837,-9.900691,1.80381,8.121647,5.146863,-5.82413,-7.721002,-9.24795,1.293737,33.78,1
52942,-3.497185,-1.51448,-4.865935,-4.792053,-8.28539,3.871255,3.668705,7.657127,9.450825,6.95377,-2.360387,-4.241461,-9.583213,9.253771,0.84849,8.449672,5.772112,6.373617,-4.09879,-9.934323,-9.560863,-0.172144,-4.005744,7.952248,-2.845341,-7.046584,-1.387506,-9.723373,626.6,1
53158,-6.115782,-9.802917,1.14035,-6.338096,-4.100949,-3.343963,3.923376,7.219075,-2.166453,-6.438518,-1.658201,-1.013991,1.49504,-8.868296,5.660184,3.412849,-2.712846,1.422269,0.751067,-0.913452,-4.875413,4.019078,-6.198686,4.964616,-0.460161,-0.579079,4.503693,7.15921,523.36,0
13069,5.46954,7.150721,-3.44282,3.320437,-3.207247,-9.150258,-5.039735,-4.677082,-9.124418,-0.152777,1.897341,-7.848361,0.284953,0.454876,-2.563468,-3.449703,2.5537,-1.752481,-3.96764,8.374834,0.345428,0.239222,-2.103243,-3.073168,7.390033,-9.34476,5.286339,9.346601,883.46,0
92296,2.068506,-0.064918,9.709762,-6.704661,1.557991,1.29465,-6.100697,-2.127002,4.344596,8.056363,-8.899065,-5.474233,8.595395,6.595876,3.760658,4.366027,3.623453,-2.466787,8.927417,-8.011425,2.49662,-9.489563,-0.776568,5.178023,-3.241112,4.233535,8.253963,-4.739789,629.67,1
127629,-2.924435,2.645762,2.599394,-8.062888,-6.27111,1.529188,3.746059,9.785753,1.425725,-0.242254,8.25042,-3.883099,2.993089,-0.380741,-6.9624,-9.85605,4.67181,-8.265326,-0.030307,-9.585089,-1.394147,-5.985245,-2.748146,7.449684,-8.658275,2.062692,-3.982155,-0.32959,787.54,1
130231,-3.520253,2.40127,7.29809,6.562896,5.255169,-9.199468,4.163571,5.618865,9.7719,4.008471,0.42926,1.4242,7.836736,0.312822,4.250878,6.935,-2.146629,8.205142,-0.095135,-0.716973,-3.250478,5.750895,-5.034916,-5.689729,4.415811,1.097588,-9.291643,7.558069,161.77,1
23309,6.736886,5.901292,-4.984118,7.635774,0.119093,5.670825,-9.773969,-7.032367,-2.419852,-4.28201,-5.071901,-6.500212,7.627248,2.469467,2.960631,-3.919587,2.06701,-4.357011,7.193476,-1.902225,-6.684112,-3.192657,1.383999,-6.75034,-4.005604,-0.569248,2.630386,0.467368,320.69,1
517,-2.670139,-8.234079,-1.212172,3.907087,6.298872,9.929265,2.271183,-1.306857,0.315597,0.786358,4.175294,-0.863868,6.734281,-3.358412,-0.793466,1.314952,-6.481762,8.987043,2.570938,-2.07369,-9.371152,-3.888418,0.996364,2.5738,-0.576395,7.333538,-4.513225,7.410703,439.29,1
93015,1.723615,3.09631,-8.368339,-7.285759,6.012448,7.816099,-3.849286,4.030029,-7.555358,7.644661,-1.28489,-0.488744,8.022269,-9.362891,4.369828,2.550699,-8.695336,-7.480695,-3.688975,5.614807,-1.825415,-0.471815,9.607399,-5.308638,7.426435,-4.934697,8.383787,3.963964,495.16,0
151812,6.323891,1.547245,-2.439217,9.384444,7.4344,-3.878074,2.794947,-5.946374,-1.310682,8.592068,-8.4794,-5.89538,-6.73435,-3.782063,9.978757,2.271231,-9.473182,6.322624,7.547192,1.988649,-1.005719,-5.469003,8.37019,7.793156,5.770664,-4.68725,5.396619,8.198402,809.15,1
152163,5.587886,-1.820681,-3.488703,-9.479888,2.741678,3.258873,7.377567,7.607842,-6.821995,2.623032,-9.436301,-3.572729,9.70271,-7.673282,7.914432,-6.906432,1.39297,4.281388,3.685601,2.924317,1.089927,-2.459985,-0.830145,0.6725,3.867426,6.089246,-5.273408,7.940468,725.17,1
89920,-7.308242,-2.940856,0.428093,6.506309,0.491737,-0.468739,9.317108,2.863601,-5.319156,1.881429,-9.596455,1.876942,-3.776313,-1.514816,-4.584369,8.026937,2.7527,-5.479037,-2.27604,-7.541911,-6.126864,-5.567957,1.687487,-9.433073,-2.149755,7.735405,-4.297057,-8.943904,259.45,0
55422,0.715358,5.309862,5.344233,-7.071468,-8.602908,-6.787888,-5.493,-4.262313,7.793529,-2.056597,-4.487671,9.195955,1.443595,6.168792,0.031805,8.919488,-3.75439,-7.373046,9.653807,-7.462565,-9.736315,-2.941581,1.994485,5.058781,3.768558,-7.573368,-0.030985,6.159327,167.13,0
64392,5.677007,-9.864023,-9.534562,-1.478313,-0.725002,0.488904,8.48502,-3.668041,-4.453297,-3.711153,-5.914132,-3.45222,1.882398,5.296844,4.141875,-6.325702,1.151839,5.430627,4.037468,-8.767358,-0.071299,-8.394017,-5.276922,-5.641641,0.061867,-4.25437,-8.966655,5.630366,89.53,1
156852,-9.417566,-5.628189,6.155588,1.8012,3.568554,7.575174,-8.935802,0.243521,-7.335645,-1.294829,4.866661,-7.757781,-2.367791,-1.497182,7.827865,7.776304,-4.065237,3.454904,-9.887836,7.407854,2.746738,-2.959848,6.085963,8.066855,1.070663,9.902436,4.412132,5.033528,529.58,0
146075,-9.202187,-3.610482,-6.79681,1.675734,5.553659,-1.14796,-6.200243,3.200164,-9.095989,8.827774,2.337569,3.296928,7.030505,-2.670691,-4.853887,-2.541875,-7.725513,8.680983,5.231149,7.437952,-3.218031,-9.871448,-4.534178,9.923308,-5.160803,9.253627,5.23669,0.794782,486.66,1
113962,2.838777,-3.357392,2.066826,5.775415,3.940282,-2.341699,0.021313,0.354578,-4.362353,-1.699928,7.320163,7.346115,2.404589,4.430158,2.113866,-1.396711,7.584631,8.945976,5.63986,-4.432978,-5.453409,4.620798,-6.014531,-1.295019,8.523492,9.265718,-7.524377,-9.566066,579.23,0
78470,-9.37436,-4.488737,-8.134404,9.247829,5.482794,0.85424,4.058339,-9.734756,7.929521,-3.008021,7.492361,9.773616,3.876574,-7.274798,7.398181,-9.733294,-7.323772,-3.05954,8.272124,0.638304,-0.325254,-9.944634,0.571135,4.320308,9.38708,-2.395695,-0.679662,-4.390795,499.75,1
130392,-3.91609,3.021373,-3.980481,-8.883391,7.876807,-5.446117,-2.153396,5.542626,5.623624,-5.48104,3.268344,-6.02596,-9.315709,6.349325,-7.243601,0.540253,0.594096,0.711329,-0.930101,-3.02854,2.072754,-3.984839,-2.066038,-8.749064,8.409939,6.096741,-3.767687,2.541808,920.01,0
49458,-3.867755,-6.803043,9.75665,-6.662344,2.480631,8.716122,-4.216972,5.990694,-2.223692,6.812466,2.715187,-2.098268,1.003889,-5.636815,-1.387285,9.199558,8.977402,7.366891,9.45967,4.258555,-2.387681,1.306272,9.509538,-5.363879,3.758802,9.996791,5.34608,-2.594953,198.02,0
135197,7.151452,1.07968,-5.129896,-0.220019,-5.523477,-6.947466,7.969399,-5.04125,-6.827437,5.241114,5.38018,6.068978,-9.479596,1.722509,-2.485271,1.683579,5.692848,7.441281,5.41812,5.020339,2.410214,6.288589,-3.879386,-5.478779,-3.565934,6.744797,2.496782,-2.70351,689.3,0
139892,1.109389,5.723705,-4.003068,-5.99995,-4.364943,-9.158794,-5.36375,-3.944956,2.44956,-4.319348,4.843771,1.562597,5.883971,-1.307977,-6.132959,2.768757,-5.212562,-9.797273,-0.451592,8.339431,5.136507,-5.860024,-3.809686,-9.719295,-4.492421,6.038741,6.892523,-6.634177,81.16,1
112404,-9.246721,-3.085503,-7.494742,-0.229311,-1.407304,-3.104622,-6.471979,4.96396,-7.619811,1.683198,-9.961666,1.688271,9.176676,5.910502,8.227869,3.015097,-8.28668,-5.644269,5.592071,-4.436475,-4.746574,7.815639,-4.234207,-3.627231,3.27271,4.2914,-0.141449,0.587202,221.76,1
72749,9.998277,0.701069,0.452882,8.297637,-8.165967,6.180009,5.679314,8.790059,7.13588,-1.434875,-4.323959,-4.801268,-6.59767,-4.162023,4.701248,7.860053,9.634519,-6.680647,6.964519,4.600692,0.846547,-7.699025,-4.64248,7.703549,8.729405,9.774271,4.222378,-8.400446,156.29,0
53364,2.744122,1.811107,-5.537432,-3.189182,-7.277413,2.177727,6.680867,-0.228726,-3.893799,5.67176,2.451911,3.131015,-5.139172,-3.299579,5.266891,5.496337,-3.641046,7.923885,4.872014,-8.680142,-8.162068,-7.792122,-4.180436,-5.121717,4.239791,-5.851203,-0.173287,6.264087,476.26,1
87426,-2.538877,-7.493564,-4.453082,-7.325001,-8.225153,0.518019,-5.005752,-4.828687,8.917674,6.783229,6.28828,7.936877,7.387128,-8.872469,-3.478437,8.981551,-9.645857,3.5476,0.773857,-6.425,-5.628995,1.821513,0.859637,8.366084,7.402499,6.704525,-0.572436,4.220265,817.04,1
66774,-3.032526,6.022201,9.65251,-3.502697,3.766075,-9.393872,5.621237,-0.176307,-4.003238,5.54277,-3.008563,-7.452087,4.401204,4.383279,5.024015,-7.272688,0.453568,6.891507,5.446673,-8.747975,-0.448349,0.125453,6.304423,5.063151,0.111967,-3.821784,3.848366,1.45301,97.01,0
77683,5.373784,-3.463497,-3.084317,1.698865,9.060518,-1.165467,6.982027,-5.245077,-4.142393,-9.089424,7.631314,-6.85875,2.971899,-9.091959,4.450486,-2.905338,8.085207,-5.76727,5.368809,0.577586,9.446236,-7.431427,6.042515,5.071727,0.284319,-7.448459,-1.898326,-9.906628,409.49,1
58043,2.008429,-0.028354,-9.276815,4.797593,-8.345835,-8.976478,-0.962425,-6.48728,-2.574627,8.913078,4.544416,-2.39802,-4.699297,-5.13737,0.451686,-6.73975,-3.212509,7.176795,0.221573,5.374174,8.143129,5.897042,6.435097,3.351045,1.647952,9.869371,-0.689418,8.487245,727.52,1
161943,-3.088598,5.324435,0.061649,-9.07522,-7.495245,7.038923,-7.332989,-2.592536,-7.903655,-6.696486,6.959182,-7.808919,0.062848,-6.116861,-9.461704,-5.859141,-0.310866,0.781611,0.645317,8.936767,-8.048107,-1.606259,7.623682,-3.051968,-1.244653,6.606934,-8.162207,-0.061055,729.6,0
126484,-6.757019,8.425059,1.845289,7.892605,-6.307904,-1.612184,0.036683,-0.341718,3.839224,-3.193893,-9.047049,5.125154,-4.927566,-0.298904,7.833471,5.909292,6.896391,-7.135756,-9.614987,3.810153,5.57418,4.489164,5.258665,3.070748,-9.565524,-3.612124,-1.656776,0.38217,506.56,1
62013,7.451435,4.632331,9.349973,3.697887,-7.97421,8.453197,2.601483,7.535398,-0.873718,9.53168,2.299299,8.277025,-7.825077,-8.781636,-7.394183,3.782856,9.862785,1.350194,0.777284,6.667092,8.325681,2.016479,2.340795,-5.968023,-1.555241,4.439586,2.761029,3.480843,148.15,1
140108,-1.980794,6.310344,-7.393787,-8.276227,-2.065891,-5.316858,6.646739,0.846128,-6.57179,-5.756915,-5.451255,-1.327069,-1.160369,9.16573,5.402741,7.18055,8.458714,8.364962,4.225012,5.688134,0.24421,5.24648,-0.872952,-7.634947,9.910135,-1.126031,2.185073,-7.134967,509.5,0
84393,-6.725269,4.572411,-9.69814,6.575378,0.901277,9.62502,-1.167763,2.963511,5.660653,5.083649,-1.314001,-1.334832,3.676206,-4.512304,-4.141516,-0.484961,-4.788008,8.406721,8.797887,-6.96736,-3.555125,-9.856315,1.58579,5.541169,1.27211,-8.484544,1.78879,9.430977,487.2,1
149216,-5.389748,-1.45969,-8.362923,4.577,-0.534846,-4.45842,1.216908,-3.90326,3.706943,-3.010543,-5.600518,-1.868339,-2.40454,7.753576,-3.429741,3.046539,7.082341,-4.14801,8.432668,-5.720922,-8.743099,4.598783,0.830918,5.063092,0.53369,3.224815,-2.981265,8.84456,690.23,1
59225,-5.767668,5.468221,-6.108226,3.545761,3.419128,-0.478189,-1.712012,-0.600946,-0.92291,8.613415,5.994977,-5.65763,-5.976731,-3.531266,-6.665003,3.332523,-3.195627,-6.554591,5.77505,-7.518713,-9.30116,-1.456063,1.080658,3.460259,-7.262021,-8.876636,-5.510087,-4.328285,975.04,0
32267,3.733936,4.193289,4.760046,-1.631063,-6.143918,4.7733,-3.510238,-7.913207,5.49966,-8.073413,4.192409,2.99803,-6.448191,-6.167003,6.238703,-4.137736,-6.81562,-0.792313,7.731939,-2.739434,-8.99329,7.746326,4.460666,-0.429876,5.43988,5.970852,-3.880712,7.697803,789.79,1
56732,-6.173285,3.037233,0.094937,3.622842,4.859824,0.101472,5.873174,-0.78186,-4.422039,-8.729994,-8.207622,-5.634683,7.076876,0.865628,5.745529,8.337504,-1.86204,-7.736235,-8.385419,3.97109,0.156317,3.951227,5.906428,-1.076239,3.830372,3.205442,8.101528,-2.576203,973.73,0
60700,-4.142613,7.544032,-5.144576,-2.181622,-8.092067,7.102387,-1.955113,-5.563846,-1.344359,5.967406,1.764691,6.550927,-9.404265,-3.466131,-3.184409,-0.809251,9.344706,-7.415842,9.42273,6.960575,-7.408057,-1.015403,6.191493,0.396405,-8.909871,7.929016,8.474861,-2.843791,884.11,1
107047,3.540024,-3.565045,2.054825,0.937444,7.521712,7.914759,3.193233,-0.248383,-2.250564,-6.871645,5.480057,-4.217899,0.909706,-4.667313,7.251774,-4.775523,0.504371,0.012785,7.374742,-5.52899,6.859837,-5.387113,5.708564,-7.313522,-3.926921,-6.564108,-5.621543,1.390215,607.85,1
61472,6.822536,7.577294,8.140505,9.812136,-2.388243,-5.58576,5.986974,5.425062,-0.38243,5.420435,-3.08969,-0.560351,4.359869,-7.642906,7.20483,1.987301,-3.731959,-1.180144,-3.117719,-0.351308,7.732813,2.015583,4.94071,4.265302,6.089091,-9.047988,-7.604459,-8.16249,677.54,0
165343,7.572433,-7.984265,9.740371,-4.97652,1.644907,-0.99504,-0.837695,-0.229394,-0.156833,6.405732,-4.146385,4.234351,6.651915,-7.31922,5.224061,-4.168064,-9.309541,5.583633,-9.341828,6.857158,2.992553,-6.056255,2.007254,-4.03161,5.510349,3.076593,7.538601,-8.995321,189.44,1
